longitude,latitude,STOP_ID,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM
-87.58573,41.73707,7203,STONY ISLAND,87TH STREET,SB,NS,28,,CHICAGO,Stony Island & 87th Street
-87.66886,41.98358,1802,CLARK,BRYN MAWR,SB,NS,50,,CHICAGO,Clark & Bryn Mawr
-87.62404,41.85764,1596,MICHIGAN,18TH STREET,SB,FS,"1,3,4",N4,CHICAGO,Michigan & 18th Street
-87.61653,41.82376,7734,PERSHING,KING DRIVE,EB,FS,39,,CHICAGO,Pershing & King Drive
-87.77651,41.77770,3303,63RD STREET,MELVINA,EB,NS,63W,,CHICAGO,63rd Street & Melvina
-87.67186,41.88132,430,MADISON,WOOD,EB,NS,20,N20,CHICAGO,Madison & Wood
-87.62212,41.89094,17071,ILLINOIS lower,ST. CLAIR (east leg),EB,NS,"29,65,120,121",,CHICAGO,Illinois (Lower) & St. Clair
-87.73100,41.90252,15805,DIVISION,KEELER,EB,FS,70,,CHICAGO,Division & Keeler
-87.67338,41.94685,12534,ADDISON,LINCOLN,EB,FS,152,,CHICAGO,Addison & Lincoln
-87.61023,41.75115,2783,79TH STREET,ST. LAWRENCE,EB,NS,79,N79,CHICAGO,79th Street & St. Lawrence
-87.66384,41.77941,3413,63RD STREET,ASHLAND,EB,FS,63,N63,CHICAGO,63rd Street & Ashland (Green Line)
-87.68203,42.00891,12051,LUNT,RIDGE,EB,NS,96,,CHICAGO,Lunt & Ridge
-87.68640,41.87382,188,HARRISON,WESTERN,EB,NS,7,,CHICAGO,Harrison & Western
-87.66558,41.99806,1741,DEVON,GLENWOOD,EB,NS,"36,151,155",,CHICAGO,Devon & Glenwood
-87.76526,41.89493,663,CHICAGO,CENTRAL,WB,NS,66,,CHICAGO,Chicago & Central
-87.68439,42.01955,3517,HOWARD,RIDGE,WB,NS,"97,201,206",,EVANSTON,Howard & Ridge
-87.70533,41.85913,6829,16TH STREET,KEDZIE,WB,NS,18,,CHICAGO,16th Street & Kedzie
-87.71666,41.91733,4121,ARMITAGE,CENTRAL PARK,WB,NS,73,,CHICAGO,Armitage & Central Park
-87.73141,41.74944,2692,79TH STREET,KOSTNER,WB,NS,79,,CHICAGO,79th Street & Kostner
-87.63940,41.87935,12713,ADAMS,CANAL,WB,NS,"1,7,28,121,126,130,151,156",,CHICAGO,Adams & Canal
-87.71865,41.99030,11498,PETERSON,CENTRAL PARK,WB,NS,84,,CHICAGO,Peterson & Central Park
-87.70264,41.89566,638,CHICAGO,SACRAMENTO(west serv.dr.),WB,FS,66,N66,CHICAGO,Chicago & Sacramento
-87.75465,41.87301,248,HARRISON,LARAMIE,WB,NS,"7,57",,CHICAGO,Harrison & Laramie
-87.68616,41.85210,15305,CERMAK,WESTERN,WB,FS,21,,CHICAGO,Cermak & Western
-87.68028,42.01950,3515,HOWARD,CUSTER,WB,NS,"97,201,206",,EVANSTON,Howard & Custer
-87.67012,41.82327,6595,PERSHING,WOOD,WB,NS,39,,CHICAGO,Pershing & Wood
-87.66009,41.79414,10601,GARFIELD,LOOMIS,WB,FS,55,N55,CHICAGO,Garfield & Loomis
-87.65014,41.96543,4917,WILSON,CLARENDON,EB,NS,78,,CHICAGO,Wilson & Clarendon
-87.75061,41.90224,15463,DIVISION,LAVERGNE,EB,FS,70,,CHICAGO,Division & Lavergne
-87.66969,41.80120,9169,51ST STREET,WOOD,EB,NS,51,,CHICAGO,51st Street & Wood
-87.76552,41.89479,515,CHICAGO,CENTRAL,EB,NS,66,,CHICAGO,Chicago & Central
-87.64897,41.91083,913,NORTH AVENUE,CLYBOURN/HASLTED,EB,FS,"N9,72",N9,CHICAGO,North Ave & Clybourn/Halsted (Red Line)
-87.69477,41.82270,7802,PERSHING,CALIFORNIA,EB,NS,39,,CHICAGO,Pershing & California
-87.60022,41.75139,2628,79TH STREET,ELLIS,WB,NS,79,N79,CHICAGO,79th Street & Ellis
-87.65993,41.96909,3781,LAWRENCE,BROADWAY,WB,FS,81,N81,CHICAGO,Lawrence & Broadway
-87.75136,41.93156,11087,DIVERSEY,LAVERGNE,WB,NS,76,,CHICAGO,Diversey & Lavergne
-87.70280,41.89686,800,GRAND,SACRAMENTO(west serv.dr.),WB,FS,"52,65",,CHICAGO,Grand & Sacramento
-87.80083,41.93089,11108,DIVERSEY,SAYRE,WB,NS,76,,CHICAGO,Diversey & Sayre
-87.72834,41.98305,17323,PULASKI,BRYN MAWR,NB,FS,53,,CHICAGO,Pulaski & Bryn Mawr
-87.68789,41.93964,17346,WESTERN,BELMONT/CLYBOURN,NB,FS,"49,X49",N49,CHICAGO,Western & Belmont/Clybourn
-87.61729,41.84765,17397,KING DRIVE,25TH STREET,NB,FT,"3,21",,CHICAGO,King Drive & 25th Street
-87.70908,41.94666,12579,ADDISON,ELSTON,WB,FS,152,,CHICAGO,Addison & Elston
-87.72956,41.96099,11396,MONTROSE,ELSTON,WB,NS,78,,CHICAGO,Montrose & Elston
-87.72749,41.94618,17462,PULASKI,ADDISON,SB,FS,53,N53,CHICAGO,Pulaski & Addison
-87.63185,41.78010,6535,YALE,63RD STREET,SB,NS,24,,CHICAGO,Yale & 63rd Street
-87.62975,41.76197,6545,WENTWORTH,73RD STREET,SB,NS,24,,CHICAGO,Wentworth & 73rd Street
-87.60966,41.69310,17676,COTTAGE GROVE,111TH STREET,NB,FS,"4,115",,CHICAGO,Cottage Grove & 111th Street
-87.79790,42.05487,17677,GOLF ROAD,WAUKEGAN (AVON),WB,MB,X98,,MORTON GROVE,Golf Road & Waukegan (Avon)
-87.78565,41.93825,17481,BELMONT,NARRAGANSETT,EB,FS,77,N77,CHICAGO,Belmont & Narragansett
-87.74512,41.88060,496,MADISON,CICERO,WB,NS,20,N20,CHICAGO,Madison & Cicero
-87.66364,41.93256,11049,DIVERSEY,SOUTHPORT,WB,FS,76,,CHICAGO,Diversey & Southport
-87.67929,41.97591,8961,DAMEN,FOSTER,NB,NS,50,,CHICAGO,Damen & Foster
-87.62689,41.84944,15360,STATE,24TH STREET,NB,FS,29,,CHICAGO,State & 24th Street
-87.75132,41.92408,1304,FULLERTON,LAVERGNE,EB,NS,74,,CHICAGO,Fullerton & Lavergne
-87.69534,41.84462,6319,26TH STREET,CALIFORNIA AVENUE,EB,NS,60,N60,CHICAGO,26th Street & California Avenue
-87.62617,41.83095,14953,35TH STREET,STATE,EB,FS,35,,CHICAGO,35th Street & State (Green Line)
-87.63201,41.80018,6521,WELLS,52ND STREET,SB,NS,24,,CHICAGO,Wells & 52nd Street
-87.65117,41.83791,7473,31ST STREET,MORGAN,EB,NS,31,,CHICAGO,31st Street & Morgan
-87.67362,41.76465,15839,DAMEN,71ST STREET,SB,FS,"48,94",,CHICAGO,Damen & 71st Street
-87.61735,41.82375,7733,PERSHING,KING DRIVE,EB,NS,39,,CHICAGO,Pershing & King Drive
-87.62756,41.67791,12459,119TH STREET,WENTWORTH,EB,NS,119,,CHICAGO,119th Street & Wentworth
-87.66787,41.91055,902,NORTH AVENUE,ASHLAND,EB,NS,72,,CHICAGO,North Ave & Ashland
-87.67735,41.72088,3488,95TH STREET,LEAVITT,EB,NS,95,,CHICAGO,95th Street & Leavitt
-87.77692,41.96758,9675,LAWRENCE,AUSTIN,EB,FS,"81W,91",,CHICAGO,Lawrence & Austin/Mason
-87.77225,41.96035,11314,MONTROSE,MENARD,EB,NS,78,,CHICAGO,Montrose & Menard
-87.64096,41.83075,15413,35TH STREET,WALLACE,EB,FS,35,,CHICAGO,35th Street & Wallace
-87.67768,41.69174,12402,111TH STREET,BELL,EB,NS,112,,CHICAGO,111th Street & Bell
-87.68995,42.00865,12073,LUNT,WESTERN,WB,NS,96,,CHICAGO,Lunt & Western
-87.64115,41.87814,6361,CLINTON,JACKSON,SB,NS,"7,60,126,157",N60,CHICAGO,Clinton & Jackson
-87.68084,41.86893,14203,OGDEN,TAYLOR,NEB,NS,12,,CHICAGO,Ogden & Taylor
-87.73821,41.97548,14806,FOSTER,KOSTNER,WB,FT,92,,CHICAGO,Foster & Kostner
-87.78148,41.94565,12489,ADDISON,MELVINA,EB,NS,152,,CHICAGO,Addison & Melvina
-87.71306,41.96104,11279,KIMBALL,MONTROSE,NB,NS,82,,CHICAGO,Kimball & Montrose
-87.68396,41.78628,14578,WESTERN,59TH STREET,SB,FS,"49,X49",N49,CHICAGO,Western & 59th Street
-87.66659,41.86899,17063,ASHLAND,TAYLOR,SB,FS,"9,X9",N9,CHICAGO,Ashland & Taylor
-87.63416,41.89171,5020,WELLS,GRAND,SB,NS,"37,125",,CHICAGO,Wells & Grand
-87.64237,41.94661,1065,LAKE SHORE,CORNELIA,SB,FS,"135,146,151",,CHICAGO,Lake Shore & Cornelia
-87.66033,41.98371,11467,RIDGE,BROADWAY/BRYN MAWR,SEB,NS,84,,CHICAGO,Ridge & Broadway/Bryn Mawr
-87.68659,41.88219,8233,WESTERN,WARREN,SB,NS,49,N49,CHICAGO,Western & Warren
-87.61459,41.73634,2256,KING DRIVE,87TH STREET,SB,FS,3,,CHICAGO,King Drive & 87th Street
-87.72051,41.69850,4695,PULASKI,107TH STREET,NB,NS,53A,,CHICAGO,Pulaski & 107th Street
-87.70065,41.68964,9965,KEDZIE,112TH STREET(north leg),NB,NS,52A,,CHICAGO,Kedzie & 112th Street
-87.78654,41.95502,11763,NARRAGANSETT,BELLE PLAINE,NB,NT,86,,CHICAGO,Narragansett & Belle Plaine
-87.64121,41.92697,17266,CLARK,ARLINGTON (south leg),NB,FS,"22,36",N22,CHICAGO,Clark & Arlington
-87.62433,41.74531,2281,STATE,82ND STREET,NB,NS,29,,CHICAGO,State & 82nd Street
-87.58586,41.76773,7126,STONY ISLAND,70TH STREET,NB,NS,28,,CHICAGO,Stony Island & 70th Street
-87.62485,41.72266,14011,95TH STREET,RED LINE STATION,NB,TERM,"34,119",,CHICAGO,95th Red Line Station
-87.65546,41.70685,12180,103RD STREET,VINCENNES (east RR CROSSING),WB,NS,103,,CHICAGO,103rd Street & Vincennes
-87.62102,41.72187,2982,95TH STREET,MICHIGAN,WB,FS,"N5,34,95,100,103,106,111,115,119","N5,N34",CHICAGO,95th Street & Michigan
-87.65148,41.86955,6628,TAYLOR,MORGAN,WB,FS,157,,CHICAGO,Taylor & Morgan
-87.73823,41.99010,11504,PETERSON,KOSTNER,WB,NS,84,,CHICAGO,Peterson & Kostner
-87.70307,41.85920,6828,16TH STREET,ALBANY,WB,FS,18,,CHICAGO,16th Street & Albany
-87.70360,41.80090,9223,51ST STREET,KEDZIE,WB,NS,51,,CHICAGO,51st Street & Kedzie
-87.69692,41.89573,14889,CHICAGO,CALIFORNIA,WB,FS,66,N66,CHICAGO,Chicago & California
-87.64322,41.81900,5148,ROOT,UNION,WB,NS,"43,44",,CHICAGO,Root & Union
-87.62100,41.87326,4883,BALBO,COLUMBUS,WB,FS,"2,6,10,J14,26,28",,CHICAGO,Balbo & Columbus
-87.74379,41.93893,9324,BELMONT,KILPATRICK (east leg),WB,NS,77,N77,CHICAGO,Belmont & Kilpatrick
-87.68261,41.75020,2670,79TH STREET,WESTERN,WB,NS,"79,169",,CHICAGO,79th Street & Western
-87.75735,41.95339,14549,IRVING PARK,LARAMIE,WB,FS,80,,CHICAGO,Irving Park & Laramie
-87.59742,41.73679,9475,87TH STREET,GREENWOOD,WB,NT,87,,CHICAGO,87th Street & Greenwood
-87.72756,41.74950,2691,79TH STREET,TRIPP,WB,NT,79,,CHICAGO,79th Street & Tripp
-87.66958,41.97972,8622,ASHLAND,BALMORAL,NB,NS,50,,CHICAGO,Ashland & Balmoral
-87.72104,41.87721,129,JACKSON,HAMLIN,WB,FS,126,,CHICAGO,Jackson & Hamlin
-87.75675,41.94601,12599,ADDISON,LARAMIE,WB,NS,152,,CHICAGO,Addison & Laramie
-87.71506,41.94659,12581,ADDISON,ST. LOUIS,WB,NS,152,,CHICAGO,Addison & St. Louis
-87.62419,41.87813,76,MICHIGAN,JACKSON,NB,NS,"3,4,6,J14,26,143",N4,CHICAGO,Michigan & Jackson
-87.74659,41.93510,10323,CICERO,WELLINGTON,NB,NS,54,,CHICAGO,Cicero & Wellington
-87.69332,41.77927,14854,CALIFORNIA,63RD STREET,NB,FS,94,,CHICAGO,California & 63rd Street
-87.66321,41.74692,15456,ASHLAND,81ST STREET,NB,FS,9,N9,CHICAGO,Ashland & 81st Street
-87.68320,41.76822,8317,WESTERN,69TH STREET,NB,NS,"49,67,94,X49",N49,CHICAGO,Western & 69th Street
-87.69434,41.81730,4169,CALIFORNIA,42ND STREET,NB,NS,94,,CHICAGO,California & 42nd Street
-87.65479,41.79446,5075,RACINE,GARFIELD,NB,FS,44,,CHICAGO,Racine & Garfield
-87.60569,41.77487,2491,COTTAGE GROVE,MARQUETTE RD,NB,NS,4,,CHICAGO,Cottage Grove & Marquette Rd
-87.74534,41.88436,10295,CICERO,MAYPOLE,NB,NS,54,,CHICAGO,Cicero & Maypole
-87.55308,41.75185,2811,79TH STREET,EXCHANGE (south leg),EB,NS,79,N79,CHICAGO,79th Street & Exchange
-87.61143,41.70728,12219,103RD STREET,EBERHART,EB,NS,106,,CHICAGO,103rd Street & Eberhart
-87.63445,41.75070,2769,79TH STREET,VINCENNES,EB,NS,"8A,79",N79,CHICAGO,79th Street & Vincennes
-87.64777,41.89111,738,GRAND,HALSTED/MILWAUKEE,EB,NS,65,,CHICAGO,Grand & Halsted/Milwaukee (Blue Line)
-87.66726,41.89987,14536,ASHLAND,AUGUSTA,NB,FS,9,N9,CHICAGO,Ashland & Augusta
-87.69537,41.85209,14606,CALIFORNIA,CERMAK,NB,FS,94,,CHICAGO,California & Cermak
-87.63703,41.92007,1908,CLARK,DICKENS,NB,NS,"22,36",N22,CHICAGO,Clark & Dickens
-87.58762,41.79532,7179,LAKE PARK,55TH STREET,SB,NS,"15,28",,CHICAGO,Lake Park & 55th Street
-87.65769,41.84166,4443,ARCHER,LOOMIS/FULLER,NEB,NS,62,N62,CHICAGO,Archer & Loomis/Fuller
-87.67565,41.84883,8753,DAMEN,BLUE ISLAND,NB,FS,50,,CHICAGO,Damen & Blue Island
-87.63616,41.92547,1081,STOCKTON,FULLERTON,SB,FS,"151,156",,CHICAGO,Stockton & Fullerton
-87.75515,41.88058,3844,LARAMIE,MADISON,SB,NS,57,,CHICAGO,Laramie & Madison
-87.58646,41.77707,5203,STONY ISLAND,65TH STREET,SB,NS,"6,15,28",,CHICAGO,Stony Island & 65th Street
-87.63935,41.93675,1151,SHERIDAN,WELLINGTON,NB,FS,"77,134,143,151,156",,CHICAGO,Sheridan & Wellington
-87.61675,41.82041,2161,KING DRIVE,41ST STREET,NB,FS,3,,CHICAGO,King Drive & 41st Street
-87.69023,42.00513,1700,WESTERN,PRATT,SB,NS,49B,,CHICAGO,Western & Pratt
-87.70260,41.75354,10020,KEDZIE,77TH STREET,SB,NS,52A,,CHICAGO,Kedzie & 77th Street
-87.65473,41.96718,1178,SHERIDAN,LELAND,NB,NS,151,,CHICAGO,Sheridan & Leland
-87.63951,41.92380,1839,CLARK,BELDEN,SB,NS,"22,36",N22,CHICAGO,Clark & Belden
-87.72836,41.80083,4408,ARCHER,KEELER,NEB,NS,62,N62,CHICAGO,Archer & Keeler
-87.61503,41.75859,2125,KING DRIVE,75TH STREET,NB,FS,3,,CHICAGO,King Drive & 75th Street
-87.57527,41.72234,5284,JEFFERY,95TH STREET,NB,NS,"J14,15",,CHICAGO,Jeffery & 95th Street
-87.72764,41.95083,8995,PULASKI,AVONDALE,SB,FS,53,N53,CHICAGO,Pulaski & Avondale
-87.63812,41.92185,1909,CLARK,WEBSTER,NB,NS,"22,36",N22,CHICAGO,Clark & Webster
-87.60128,41.78052,15488,63RD STREET,ELLIS (west leg),WB,FS,63,N63,CHICAGO,63rd Street & Ellis
-87.69680,41.90559,3181,CALIFORNIA,EVERGREEN,NB,NS,94,,CHICAGO,California & Evergreen
-87.80660,41.93628,11802,HARLEM,BARRY,NB,NS,90,,CHICAGO,Harlem & Barry
-87.61492,41.75667,2124,KING DRIVE,76TH STREET,NB,FS,3,,CHICAGO,King Drive & 76th Street
-87.78760,41.98620,16034,NAGLE,NORTHWEST HWY,NB,FS,86,,CHICAGO,Nagle & Northwest Hwy
-87.62986,41.77258,6450,WENTWORTH,MARQUETTE RD,NB,NS,24,,CHICAGO,Wentworth & Marquette Rd
-87.61503,41.75092,17363,KING DRIVE,79TH STREET,SB,FS,3,,CHICAGO,King Drive & 79th Street
-87.68763,41.93938,17342,BELMONT,WESTERN/CLYBOURN,EB,FS,77,N77,CHICAGO,Belmont & Western/Clybourn
-87.64715,41.94701,14451,BROADWAY,ADDISON,SB,FS,36,,CHICAGO,Broadway & Addison
-87.70560,41.85763,6673,OGDEN,KEDZIE,NEB,NS,157,,CHICAGO,Ogden & Kedzie
-87.76010,41.79283,17111,55TH STREET,LINDER,WB,FS,"55A,55N",,CHICAGO,55th Street & Linder
-87.67918,41.89086,789,GRAND,HOYNE,WB,NS,65,,CHICAGO,Grand & Hoyne
-87.75701,41.86581,379,ROOSEVELT,5300 WEST,WB,MB,12,,CHICAGO,5300 W Roosevelt
-87.75164,42.02635,3549,OAKTON,NILES AVENUE,WB,NS,97,,SKOKIE,Oakton & Niles Avenue
-87.62666,41.86755,16140,ROOSEVELT,GREEN/ORANGE/RED LINE,WB,MB,"12,18,130,146,192",,CHICAGO,Roosevelt Orange/Red/Green Line Station
-87.68312,41.85213,6869,CERMAK,OAKLEY,WB,NS,21,,CHICAGO,Cermak & Oakley
-87.60267,41.78415,13031,61ST STREET,INGLESIDE,WB,NS,59,,CHICAGO,61st Street & Ingleside
-87.61153,41.81678,8000,43RD STREET,ST. LAWRENCE,WB,NS,43,,CHICAGO,43rd Street & St. Lawrence
-87.78762,41.98477,9704,NAGLE,AVONDALE/SOMERSET,NB,NS,86,,CHICAGO,Nagle & Avondale/Somerset
-87.67797,41.93184,8938,DAMEN,CLYBOURN/DIVERSEY,NB,NS,50,,CHICAGO,Damen & Clybourn/Diversey
-87.57621,41.76634,5307,JEFFERY,71ST STREET,NB,FS,"N5,J14,15",N5,CHICAGO,Jeffery & 71st Street
-87.64364,41.73993,15235,HALSTED,SUMMIT,NB,FT,8A,,CHICAGO,Halsted & Summit
-87.75104,41.89505,15485,CHICAGO,LAVERGNE,WB,FS,66,,CHICAGO,Chicago & Lavergne
-87.73546,41.94630,12590,ADDISON,MILWAUKEE,WB,NS,152,,CHICAGO,Addison & Milwaukee
-87.66519,41.99820,1760,DEVON,GLENWOOD,WB,NS,"36,151,155",,CHICAGO,Devon & Glenwood
-87.67061,41.83050,15936,35TH STREET,WOOD,WB,FS,35,,CHICAGO,35th Street & Wood
-87.73128,41.80783,15943,47TH STREET,KILDARE (west leg),WB,FS,47,,CHICAGO,47th Street & Kildare
-87.69986,41.99761,17199,DEVON,CALIFORNIA,WB,FS,155,,CHICAGO,Devon & California
-87.67454,41.87414,107,HARRISON,OGDEN,WB,NS,"7,126",,CHICAGO,Harrison & Ogden
-87.67459,41.99084,11480,PETERSON,RAVENSWOOD (east leg),WB,NT,84,,CHICAGO,Peterson & Ravenswood
-87.60796,41.82622,15866,COTTAGE GROVE,38TH STREET,NB,FS,4,N4,CHICAGO,Cottage Grove & 38th Street
-87.76710,41.95856,11624,CENTRAL,CULLOM,NB,NS,85,,CHICAGO,Central & Cullom
-87.72651,41.91886,9114,PULASKI,DICKENS,NB,NS,53,N53,CHICAGO,Pulaski & Dickens
-87.56457,41.71702,12113,YATES,9800 SOUTH,NB,MB,100,,CHICAGO,9800 S Yates
-87.70372,41.80265,3113,KEDZIE,dwy n.of KMART bldg-5000s,NB,NT,"51,52,52A",,CHICAGO,5000 S Kedzie
-87.74591,41.91522,15222,CICERO,CORTLAND,NB,FT,54,,CHICAGO,Cicero & Cortland
-87.58522,41.73885,7109,STONY ISLAND,86TH STREET,NB,NS,28,,CHICAGO,Stony Island & 86th Street
-87.69960,41.99929,11910,CALIFORNIA,ARTHUR,NB,NS,93,,CHICAGO,California & Arthur
-87.72437,41.80022,15684,PULASKI/51ST,ORANGE LINE STATION,EB,TERM,62,,CHICAGO,Pulaski Orange Line Station
-87.61062,41.76573,10789,71ST STREET,ST. LAWRENCE,EB,NS,71,,CHICAGO,71st Street & St. Lawrence
-87.72106,41.71679,12902,PULASKI,97TH STREET,NB,NS,53A,,EVERGREEN PARK,Pulaski & 97th Street
-87.70789,41.95403,5700,IRVING PARK,KEDZIE,WB,NS,80,,CHICAGO,Irving Park & Kedzie
-87.71186,41.93171,17413,MILWAUKEE,DIVERSEY/KIMBALL,SEB,FS,"56,76",,CHICAGO,Milwaukee & Diversey/Kimball
-87.69528,41.84473,4256,CALIFORNIA,26TH STREET,SB,NS,94,,CHICAGO,California & 26th Street
-87.61578,41.78366,2229,KING DRIVE,61ST STREET,SB,FS,"3,N4",N4,CHICAGO,King Drive & 61st Street
-87.64909,41.93831,14911,HALSTED,CLARK/BARRY,NB,FS,8,,CHICAGO,Halsted & Clark/Barry
-87.62615,41.81669,14851,STATE,43RD STREET,NB,FS,29,,CHICAGO,State & 43rd Street
-87.70217,41.73718,10029,KEDZIE,8600 SOUTH,SB,MB,52A,,CHICAGO,8600 S Kedzie
-87.64072,41.84959,15118,ARCHER,NORMAL,NEB,NS,"44,62",,CHICAGO,Archer & Normal
-87.53543,41.72142,7264,EWING,96TH STREET,SB,NS,"26,30",,CHICAGO,Ewing & 96th Street
-87.70795,41.92952,5559,MILWAUKEE,KEDZIE,NWB,FS,56,,CHICAGO,Milwaukee & Kedzie
-87.62054,41.71644,7531,MICHIGAN,98TH STREET,SB,NS,"34,103,106,119",N34,CHICAGO,Michigan & 98th Street
-87.62066,41.67999,7552,MICHIGAN,118TH STREET,SB,NS,"34,119",N34,CHICAGO,Michigan & 118th Street
-87.77959,41.96025,11311,MONTROSE,MEADE,EB,NS,78,,CHICAGO,Montrose & Meade
-87.70743,41.73500,9376,87TH STREET,3400 WEST (Cemetery ent.),EB,MB,87,,EVERGREEN PARK,3400 W 87th Street
-87.74060,41.85860,6735,16TH STREET,46TH COURT,EB,NS,18,,CICERO,16th Street & 46th Court
-87.82179,41.94512,12471,ADDISON,OZANAM,EB,NS,152,,CHICAGO,Addison & Ozanam
-87.68615,41.69166,12399,111TH STREET,2600 WEST RR CROSSING,EB,NS,112,,CHICAGO,2600 W 111th Street
-87.57534,41.77340,15309,67TH STREET,CHAPPEL,EB,NS,"6,26,67",,CHICAGO,67th Street & Chappel
-87.67356,41.86662,296,ROOSEVELT,WOLCOTT,EB,MB,12,,CHICAGO,Roosevelt & Wolcott
-87.64262,41.93279,14898,DIVERSEY,HAMPDEN COURT,EB,NS,76,,CHICAGO,Diversey & Hampden Court
-87.68763,41.73527,9384,87TH STREET,2600 WEST RR CROSSING,EB,MB,87,,EVERGREEN PARK,2600 W 87th Street
-87.77335,41.92375,1295,FULLERTON,MARMORA,EB,NS,74,,CHICAGO,Fullerton & Marmora
-87.62784,41.80190,9185,51ST STREET,FEDERAL,EB,FS,15,,CHICAGO,51st Street & Federal
-87.60338,41.77310,10185,67TH STREET,DREXEL,EB,MT,"N5,67",N5,CHICAGO,67th Street & Drexel
-87.58105,41.75871,10951,75TH STREET,CREGIER,EB,NS,75,,CHICAGO,75th Street & Cregier
-87.71590,42.02619,3611,OAKTON,ST. LOUIS,EB,NT,97,,SKOKIE,Oakton & St. Louis
-87.74540,41.96798,3733,LAWRENCE,KILPATRICK (east leg),EB,NS,81,N81,CHICAGO,Lawrence & Kilpatrick
-87.74954,41.91682,4029,ARMITAGE,LAMON (west leg),EB,NS,73,,CHICAGO,Armitage & Lamon
-87.80276,41.93086,11109,DIVERSEY,NORDICA,WB,NS,76,,CHICAGO,Diversey & Nordica
-87.63956,41.93857,1072,SHERIDAN,BRIAR,SB,FS,"134,143,151,156",,CHICAGO,Sheridan & Briar
-87.71320,41.96120,11131,KIMBALL,MONTROSE,SB,NS,82,,CHICAGO,Kimball & Montrose
-87.66055,41.99620,14443,BROADWAY,ROSEMONT,SB,FS,36,,CHICAGO,Broadway & Rosemont
-87.72676,41.92091,9011,PULASKI,PALMER,SB,NS,53,N53,CHICAGO,Pulaski & Palmer
-87.59343,41.75700,7232,SOUTH CHICAGO,76TH STREET,SEB,NS,30,,CHICAGO,South Chicago & 76th Street
-87.67640,41.86698,8878,DAMEN,ROOSEVELT,SB,NS,"50,755",,CHICAGO,Damen & Roosevelt
-87.62839,41.90087,5374,STATE,OAK (north leg),SB,NT,36,,CHICAGO,State & Oak
-87.72444,41.83698,9062,PULASKI,31ST STREET,SB,NS,53,,CHICAGO,Pulaski & 31st Street
-87.61494,41.74733,2250,KING DRIVE,81ST STREET,SB,FS,3,,CHICAGO,King Drive & 81st Street
-87.66203,41.88158,463,MADISON,LOOMIS (west leg),WB,NS,20,N20,CHICAGO,Madison & Loomis
-87.62782,41.86753,16139,ROOSEVELT,STATE,WB,FS,"12,18",,CHICAGO,Roosevelt & State
-87.76074,41.89493,14525,CHICAGO,LONG,WB,FS,66,,CHICAGO,Chicago & Long
-87.70386,41.96854,15948,LAWRENCE,SACRAMENTO,WB,FS,81,N81,CHICAGO,Lawrence & Sacramento
-87.65920,41.75957,10900,74TH STREET,LOOMIS,WB,FS,75,,CHICAGO,74th Street & Loomis
-87.62519,41.75110,2641,79TH STREET,RED LINE STATION,WB,MB,79,N79,CHICAGO,79th Red Line Station
-87.62670,41.82378,17384,PERSHING,STATE,WB,FS,39,,CHICAGO,Pershing & State
-87.72792,41.96814,9141,PULASKI,LAWRENCE,NB,NS,53,,CHICAGO,Pulaski & Lawrence
-87.61650,41.81317,2157,KING DRIVE,45TH STREET,NB,FS,3,,CHICAGO,King Drive & 45th Street
-87.71111,41.88961,11242,HOMAN,FRANKLIN(s.service drive),NB,NS,82,,CHICAGO,Homan & Franklin
-87.64432,41.76510,5873,HALSTED,71ST STREET,NB,NS,8,,CHICAGO,Halsted & 71st Street
-87.70072,41.69147,9966,KEDZIE,111TH STREET,NB,NS,52A,,CHICAGO,Kedzie & 111th Street
-87.60697,41.82428,2520,COTTAGE GROVE,PERSHING,NB,FS,4,N4,CHICAGO,Cottage Grove & Pershing
-87.70201,41.73876,9992,KEDZIE,85TH STREET,NB,NS,52A,,CHICAGO,Kedzie & 85th Street
-87.68803,41.93193,14585,WESTERN,ELSTON/DIVERSEY,SB,FS,"49,X49",N49,CHICAGO,Western & Elston/Diversey
-87.74258,41.78223,4611,CICERO,61ST STREET,SB,NT,"54B,63,63W,165",N63,CHICAGO,Cicero & 61st Street
-87.57551,41.72598,5235,JEFFERY,93RD STREET,SB,FS,"J14,15",,CHICAGO,Jeffery & 93rd Street
-87.64166,41.84524,5132,WALLACE,26TH STREET,SB,FS,44,,CHICAGO,Wallace & 26th Street
-87.64412,41.75249,5863,HALSTED,78TH STREET,SB,NT,8,,CHICAGO,Halsted & 78th Street
-87.71036,41.91730,4048,ARMITAGE,SPAULDING,EB,NS,73,,CHICAGO,Armitage & Spaulding
-87.60429,41.78037,3443,63RD STREET,DREXEL (west leg),EB,MT,63,N63,CHICAGO,63rd Street & Drexel
-87.60348,41.70743,12223,103RD STREET,150' east of CORLISS,EB,MB,106,,CHICAGO,103rd Street & Corliss
-87.72583,41.89004,17214,PULASKI,FERDINAND,NB,FS,53,N53,CHICAGO,Pulaski & Ferdinand
-87.72754,41.95391,17318,PULASKI,IRVING PARK,NB,FS,53,,CHICAGO,Pulaski & Irving Park
-87.66747,41.90711,14537,ASHLAND,BLACKHAWK,NB,FS,9,N9,CHICAGO,Ashland & Blackhawk
-87.74593,41.90589,10307,CICERO,HIRSCH,NB,NT,54,,CHICAGO,Cicero & Hirsch
